address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Av. Nereu Ramos, 4848, esquina com rua 286 Edifício Comercial Cipriani, sala 25 Castelo Branco Itapema SC 88220-000 BR, Av. Nereu Ramos, 4848","5,0",Psicólogo, (47) 99995-8511 · ,https://roberta-baierle-psicologa-e-consultora-do-sono.negocio.site/?utm_source=gmb&utm_medium=referral,Roberta Baierle - Psicóloga e Consultora do Sono Infantil,171,,False,False,,
"Av. Nereu Ramos, 4776 - Sala 19","4,9",Veterinário, (47) 3366-3366 · ,,Vet Vale Clinica Veterinaria,172,,,,,
"Av. Gov Celso Ramos, 2705","3,6",Clínica de Fisioterapia, (47) 98411-3959 · ,,Clínica de Fisioterapia Pinheiro,174,,,,,
R. 280,"5,0",Terapeuta, (47) 99730-6627 · ,,Elen Andrade,176,,,,,
"Edifício Julio Ribeiro - Av. Nereu Ramos, Nº 3099 - Sala 04","5,0",Psicólogo, (47) 98411-3959 · ,,Psicóloga Eliane Defreyn,177,,,,,
"Rua 246, 246 - Ed Kammer Center - sala 101","5,0",Psicólogo, (47) 99968-7321 · ,http://facebook.com/psicologachristielourenco,Psicóloga Christie Lourenço,178,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"R. Cap. Gualberto Leal Nunes, 298","4,7",Laboratório médico, (47) 3369-4723 · ,http://centraldeexames.com.br/,Central de Exames Laboratório Clínico,179,True,,,,
"2ª Avenida, 10","3,5",Dentista cosmético, (47) 3366-4585 · ,https://harmonyitapema.com.br/,Harmony Odontologia,180,,True,True,https://www.facebook.com/harmonyitapema,https://www.instagram.com/harmonyitapema/
"Rua Francisco Severiano dos Santos, 20 Sala 01 e 02","5,0",Clínica oftalmológica, (47) 3369-8888 · ,http://www.drigoroftalmologista.com.br/,Dr. Igor Oftalmologista - Porto Belo,181,True,,,,
"R. 286, 52","5,0",Psicólogo, (48) 99811-5063 · ,,Psicólogo Leonardo Leal - Psicólogo Leal,182,,,,,
"Av. Leopoldo Zarling, 2045","4,4",Policlínica, (47) 3369-1601 · ,,Clínica Santa Catarina,183,,,,,
"R. 295, 138 - 201","5,0",Terapeuta, (47) 98487-8186 · ,https://terapiando-com-a-su.negocio.site/,Terapiando com a Su,184,,False,False,,
"R. José Guerreiro Filho, 181","5,0",Clínica de Fisioterapia, (47) 3369-4964 · ,,Fisioterapia Dr Marcelo Augusto,185,,,,,
"Av. Leopoldo Zarling, 2045 - 2o andar","4,2",Centro médico, (47) 3369-2079 · ,https://unisul-saude-clinicas-santa-catarina-biolaser-do.negocio.site/?utm_source=gmb&utm_medium=referral,UNISUL SAÚDE - CLÍNICAS SANTA CATARINA,187,,False,True,,
"2ª Avenida, esquina com a rua 238","4,2",Serviço de emagrecimento, (47) 3517-1992 · ,https://www.facebook.com/magrass.itapema/,Magrass Itapema,189,,True,True,https://web.facebook.com/magrass.itapema/posts,
"Edificio Siframar - R. 205, 75 - sala 905","5,0",Centro de saúde e beleza, (47) 99622-9122 · ,http://www.dermaslim.com.br/,Dermaslim,190,,True,True,https://www.facebook.com/dermaslimoficial/,https://www.instagram.com/dermaslimoficial/
"Av. do Estado, 2251","3,2",Clínica ortopédica, (47) 3361-9944 · ,http://www.cotbc.com.br/,COT Clínica de Ortopedia e Traumatologia Balneário Camboriú,213,,True,True,https://www.facebook.com/cotortopedia/,https://www.instagram.com/clinicacot/
"R. 248, número 322 - 405","5,0",Dentista, (47) 99162-6293 · ,https://www.facebook.com/SabrinaSchmidtOdontologia,Sabrina Schmidt Odontologia,214,,True,True,https://web.facebook.com/SabrinaSchmidtOdontologia/posts,
"R. 1822, 575","1,0",Clínica odontológica, (47) 3247-0100 · ,https://www.felizmed.com.br/,Felizmed Odontologia,215,,True,True,http://www.facebook.com/felizmed,http://www.instagram.com.br/felizmed
"R. 228, 298","3,6",, (47) 3517-0861 · ,http://www.doutorharoldo.com.br/,Dr. Haroldo Andrade De Oliveira,216,True,,,,
"Av. Gov Celso Ramos, 384","5,0",Clínica odontológica, (47) 3369-5346 · ,https://www.facebook.com/centroodontologicovillasorriso/,Villa Sorriso Centro Odontológico,217,,True,True,https://web.facebook.com/centroodontologicovillasorriso/services,
"R. 319, 247","5,0",Policlínica, (47) 3268-1873 · ,,Bem Comer,218,,,,,
"R. 248, 338","5,0",Laboratório médico, (47) 99768-2301 · ,http://www.laboratoriophiladelphia.com.br/,Laboratório Philadelphia,219,,True,True,https://pt-br.facebook.com/Laborat%C3%B3rio-Philadelphia-266462553546352/,https://www.instagram.com/laboratoriophiladelphia/
"R. Leoberto Leal, 230","4,7",Policlínica, (48) 3263-1879 · ,https://www.clinicacemsc.com.br/,CLÍNICA CEM,220,,True,True,https://www.facebook.com/clinicacemsc/,https://www.instagram.com/clinica.cem.sc/
"R. 248, 322 - sala 06","5,0",Neurologista, (47) 3393-6848 · ,http://saintgermainmedicina.com.br/,Neurologista Itapema - Dr Victor Cubas,222,,True,True,https://www.facebook.com/Cl%C3%ADnica-Saint-Germain-Itapema-356513494407377/?ref=bookmarks,https://www.instagram.com/saintgermainitapema/?hl=pt-br
"R. Lontra, 270","5,0",Posto de saúde comunitário, (47) 3369-1797 · ,https://www.bombinhas.sc.gov.br/cms/pagina/ver/codMapaItem/22248,Clínica de Fisioterapia,223,,False,True,,
"Av. Gov Celso Ramos, 2384 - 2","4,8",Clínica odontológica, (47) 99928-1718 · ,http://clinicabucaletotal.com.br/,Bucal & Total Clínica Odontológica,224,,False,False,,
"Rua 248, nº 322 - Sala 101 - Edifício Babylon Tower Executive","4,4",Radiologia odontológica, (47) 3268-1564 · ,http://www.dviradiologia.com.br/,DVI Radiologia,225,,True,True,https://www.facebook.com/dviradiologia,https://www.instagram.com/dviradiologia/
"R. 224, 128","5,0",Salão de Beleza, (47) 3369-2631 · ,,Beauty Korper Centro de Estética & Salão de Beleza,226,,,,,
"530, Rua 1400, 377","4,7",Clínica odontológica, (47) 3366-0543 · ,https://clinicasorriabc.com.br/,Clínica Sorria Balneário Camboriú,227,,True,True,https://www.facebook.com/sorriaodontologiabc/?fref=ts,
"Edifício Cipriani - Rua 286 esquina c, Av. Nereu Ramos, 4848 - Sala 13","5,0",Psiquiatra, (49) 3026-0012 · ,http://www.gabrielavalerio.com.br/,Gabriela Zatt Valério,228,,False,False,,
"R. 254 A, 10","5,0",Dentista, (47) 3368-8512 · ,http://www.harmonyitapema.com.br/,Odontopediatria Itapema - Dra. Nicoli Fertig Harmony Odontologia,230,,True,True,https://www.facebook.com/harmonyitapema,https://www.instagram.com/harmonyitapema/
"Av. Alvin Bauer, 401","1,0",Clínica odontológica, (47) 3047-8888 · ,https://oralsin.com.br/balneariocamboriu,Oral Sin Implantes Balneário Camboriú,231,,False,False,,
"Rua Florianópolis, 180","4,3",Clínica odontológica, (48) 3202-8822 · ,https://odontocompany.com/tijucas,Odonto Company Tijucas - SC,232,,True,True,https://www.facebook.com/odontocompany/,https://www.instagram.com/odontocompany/
"R. Lauro Müller, 28 - Sobreloja","4,0",Clínica odontológica, (47) 3365-3122 · ,https://www.facebook.com/OdontoCompany-Cambori%C3%BA-318381158752154/,Odontocompany,234,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"R. Leopoldo José Guerreiro, 376","5,0",Clínica odontológica, (47) 3369-4501 · ,https://davidoff-odontologia.negocio.site/,Davidoff Odontologia,235,,False,False,,
"Av. Bayer Filho, 1791","1,0",Clínica odontológica, (48) 3263-1202 · ,,Vitalli Clínica Odontológica,236,,,,,
"R. 224, 455 - sala 02","5,0",Médico, (47) 3368-1605 · ,http://www.cotbc.com.br/,Dr Otávio Lazzaris Anacleto - Cirurgia e Vídeo Artroscopia do Quadril,237,,True,True,https://www.facebook.com/cotortopedia/,https://www.instagram.com/clinicacot/
"Av. Gov Celso Ramos, 2152","4,5",Clínica odontológica, (47) 3369-6125 · ,,Sorriso Novo Porto Belo,238,,,,,
"R. João Antônio Fagundes, nº 390 - sala 2","5,0",Clínica de Fisioterapia, (48) 3263-2540 · ,http://www.facebook.com/fisiotijucas,Fisio Tijucas,239,,True,True,https://web.facebook.com/fisiotijucas,
"3ª Avenida, 56","5,0",Centro de saúde e beleza, (47) 2122-3200 · ,http://www.pherface.com/,PHERFACE - Clínica Harmonização Facial e Botox,241,True,,,,
"Condomínio Edifício Larissa - Av. Leopoldo Zarling, 1530 - 02","5,0",Clínica odontológica, (47) 3369-3109 · ,,Consultório Odontológico,242,,,,,
"Rua Rudy Bayer, 177","2,9",Clínica especializada, (48) 3641-1800 · ,http://cbm-sc.com.br/?pg=fale_conosco,CBM Centro Biométrico,243,,True,True,http://www.facebook.com/CBM-Seguran%C3%A7a-e-Medicina-do-Trabalho-381897011930326/,http://www.instagram.com/cbm.tijucas/
"3ª Avenida, 900","3,7",Policlínica, (47) 3247-0100 · ,http://www.felizmed.com.br/,Centro de Saúde Felizmed,244,,True,True,http://www.facebook.com/felizmed,http://www.instagram.com.br/felizmed
"4ª Avenida, 785","3,8",Laboratório médico, (47) 3366-4983 · ,http://www.centraldeexames.com.br/,Central de Exames Laboratório Clínico,245,True,,,,
"Rua Florianópolis, 173","5,0",Clínica oftalmológica, (48) 3263-7297 · ,http://visaomed.com.br/,Instituto de Olhos,246,True,,,,
"R. 296, 65 - sala 7","5,0",Serviço de emagrecimento, (47) 98867-6907 · ,http://facebook.com/emagrecentroitapema,Emagrecentro Itapema,247,,True,True,https://web.facebook.com/emagrecentroitapema/posts,
"Rua Marechal Deodoro, 695","4,4",Clínica odontológica, (48) 3263-2525 · ,http://www.coesaude.com.br/,COE Saúde - Odontologia e Medicina,248,,False,True,http://www.facebook.com/coesaude,
"Av. Bayer Filho, 1628","5,0",Clínica de saúde mental, (48) 3263-5580 · ,https://www.facebook.com/equilibradamentesc/,Clínica Equilibradamente,249,,True,True,https://web.facebook.com/equilibradamentesc/posts,
"R. Cel. Buchelle, 41","4,0",Clínica odontológica, (48) 3263-1094 · ,,Consultório Odontológico Dra. Olga Maria Barreto,255,,,,,
"Av. Gov Celso Ramos, 2158","3,5",Laboratório médico, (47) 3369-6597 · ,http://www.laboratorioglauco.com.br/,LABORATORIO GLAUCO,256,True,,,,
"Rua Marechal Deodoro, 548","1,0",Clínica da saúde da mulher, (47) 99727-2033 · ,,Hot Stones Day Spa e Estética,257,,,,,
"R. Cel. Buchelle, 25","5,0",Clínica odontológica, (48) 3263-6150 · ,,Clínica Dr Marco Fonseca,258,,,,,
"R. Urias Bernardes, 24","3,4",Dentista, (47) 3365-1569 · ,https://www.orthodonticbrasil.com.br/,OrthoDontic,259,,True,True,https://www.facebook.com/orthodontic.br,https://www.instagram.com/bobdente/
Rua Rudy Bayer,"5,0",Clínica ortopédica, (47) 3247-0100 · ,http://www.cbm-sc.com.br/,Dr Télvio Vimercati - Ortopedista,260,,True,True,http://www.facebook.com/CBM-Seguran%C3%A7a-e-Medicina-do-Trabalho-381897011930326/,http://www.instagram.com/cbm.tijucas/
"Clínica Equilibradamente - Av. Bayer Filho, 1628","5,0",Clínica de saúde mental, (48) 3263-5580 · ,,Rafaela da Cruz - Psicóloga Clínica e Neuropsicóloga,261,,,,,
"Av. Bayer Filho, 750","3,0",Clínica de acupuntura, (47) 3369-3109 · ,,Consultorio de Acupuntura Sistemica e Estetica,263,,,,,
Av Ver. Manoel José Dos Santos N 668 Cond. Everest Sala 1 •,"5,0",Clínica odontológica, (47) 99923-4504 · ,,Dr Lucas Cardamoni Odontologia / URGÊNCIA ODONTOLÓGICA 24 Horas *USE WHATSapp,264,,,,,
"Av. Bayer Filho, 645 - sala 1","4,7",Clínica odontológica, (48) 3263-0643 · ,http://redeorto.com.br/,Redeorto Tijucas,265,,True,True,https://pt-br.facebook.com/REDEORTOOFICIAL/,https://www.instagram.com/redeorto/?hl=pt
"Rua 1500, 881 - Sala 01","1,0",Dentista, (47) 3224-9515 · ,https://www.orthodonticbrasil.com.br/,OrthoDontic,266,,True,True,https://www.facebook.com/orthodontic.br,https://www.instagram.com/bobdente/
"Av. Gov. Celso Ramos, 701","4,0",Escola, (47) 99205-7105 · ,http://www.na.org.br/,Narcoticos Anonimos Grupo Brisa Dos Passos,269,,False,True,,
igreja cristo rei,"5,0",Escola, (47) 99205-7105 · ,http://www.na.org.br/,Narcoticos Anonimos Grupo Brisa Dos Passos,270,,False,True,,
R. Leão Marinho,"5,0",, (47) 3398-4440 · ,https://www.laboratorioglauco.com.br/,Laboratório Glauco Cesário Pereira,271,True,,,,
"R. Gaudêncio Campos, 54","1,0",Policlínica, (48) 3263-6163 · ,http://www.vidamed-sc.com.br/,Mário Luís Pinto,273,,False,True,https://www.facebook.com/vidamed.tijucas.3,
"Av. Gov Celso Ramos, 2725","4,3",Psicólogo, (47) 99765-2192 · ,,Psicologia Renata M. Serpa,274,,,,,
"R. Leão Marinho, 342","4,0",, (47) 3360-6304 · ,https://www.laboratorioglauco.com.br/,Laboratorio Glauco,276,True,,,,
"R. 620, 380","3,3",Clínica de cirurgia plástica, (47) 3363-8315 · ,https://emporiumdabeleza.com.br/,Emporium Da Beleza,277,True,,,,
"Av. Bayer Filho, 1665 - 2° Andar","5,0",Dentista, (48) 3263-0001 · ,http://www.clinicaodontoquality.com.br/,Odontoquality - Dentista em Tijucas,278,,True,True,https://www.facebook.com/odontoquality/,https://www.instagram.com/odontoquality/
"Av. Brasil, 1500","3,4",Psicólogo, (47) 3344-6342 · ,,Psicóloga Dra. Juliana Valle Ferreira,280,,,,,
"R. Aririba, 100","1,0",Saúde, (47) 3248-7900 · ,,Clínica de Hemodiálise,281,,,,,
"Shopping Atlântico - Av. Brasil, 1271","1,0",Serviço de depilação a laser, (48) 3263-5580 · ,http://laserfast.com.br/,LaserFast Balneário do Camboriú,282,,True,True,https://www.facebook.com/laserfastoficial,https://www.instagram.com/laserfast.oficial/
"Vereador dos Santos, R. José Manuel Serpa, 1144","5,0",Terapeuta, (47) 99910-6646 · ,,Erivanda Cavalcante,283,,,,,
"R. 2850, 171","3,0",Psicólogo, (47) 3369-3109 · ,,Aline Araújo,284,,,,,
R. Ceará,"5,0",Psicólogo, (48) 99940-5094 · ,https://www.facebook.com/psicologacatianegoncalves/,Psicóloga Catiane Gonçalves,285,,True,True,https://web.facebook.com/psicologacatianegoncalves/services,
"Clínica Equilibradamente - Av. Bayer Filho, nº 1628","5,0",Psicólogo, (47) 99932-8077 · ,https://www.facebook.com/carolinecorreapsico/,Caroline Corrêa Psicóloga & Psicopedagoga,286,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"Av. Sete de Setembro, 696","4,8",Clínica odontológica, (47) 3045-8700 · ,http://oralsinitajai.com.br/,Oral Sin Implantes Itajaí,287,,False,True,https://www.facebook.com/oralsinitajaisc,
"R. Atanásio Bernardes, 105 - Sala 5","5,0",Psicólogo, (48) 99956-9475 · ,http://facebook.com/psic.abrahaobrandao/,Consultório Psicológico Abrahão R. Brandão Ltda,288,,True,True,https://web.facebook.com/psic.abrahaobrandao/posts,
"R. Rouxinol, nº 737 - Casa 2","5,0",Serviço de saúde mental, (47) 99997-2937 · ,http://www.facebook.com/juliana.bertoldo.520,Psicóloga Juliana Bertoldo,289,,True,True,https://pt-br.facebook.com/juliana.goomes.777,
"R. Domingos José Cabral, 204","5,0",Oncologista, (47) 3514-5033 · ,https://www.venceonco.com.br/,Vence Onco - Clínica de Oncologia,290,,True,True,https://www.facebook.com/venceonco/,https://www.instagram.com/venceonco/
"Av. Conselheiro João Gaya, 546","4,9",Centro médico, (47) 3247-0100 · ,http://felizmed.com.br/,Felizmed Navegantes,291,,True,True,http://www.facebook.com/felizmed,http://www.instagram.com.br/felizmed
"Próximo Academia Atlentics - R. Cel. Izidoro, 960","5,0",Psicólogo, (47) 3398-4440 · ,http://psicologafernandahelena.com.br/,Fernanda Helena Oliveira,292,,True,True,https://www.facebook.com/psicologafernandahelena,https://www.instagram.com/fernandahelenapsicologa
"Centro Empresarial Embraed - Av. Cel. Marcos Konder, 1207 - Sala 84 / 86/ 87","4,5",Clínica de cirurgia plástica, (47) 3349-1814 · ,http://www.andyern.com.br/,Clinica Andy Ern Cirurgia Plástica,293,,True,True,https://www.facebook.com/clinicaandyern,https://www.instagram.com/andyern
"Av. do Estado, 1550","3,5",Hospital particular, (47) 3267-4400 · ,http://www.unimed.coop.br/,Hospital Unimed,294,,True,True,https://www.facebook.com/unimedbr,https://www.instagram.com/unimedbr
"R. Leoberto Leal, 244","4,3",Otorrinolaringologista, (47) 99765-2192 · ,https://www.doctoralia.com.br/leonardo-severo-2/otorrino/florianopolis?utm_source=google&utm_medium=gmb&utm_campaign=261463&utm_content=website,"Dr. Leonardo Severo, Otorrino",295,,True,True,https://www.facebook.com/doctoralia.br/,https://www.instagram.com/doctoralia_br/
Brusque,"5,0",Psiquiatra, (47) 3355-5546 · ,/aclk?sa=l&ai=DChcSEwjk_Z7gttjrAhUIC5EKHW9aAqUYABAAGgJjZQ&sig=AOD64_0iHs5bSEKPAEsbAsbZr5cOZ9z3sA&adurl&q&ctype=99,Homero Gastal,296,True,,,,
Balneário Camboriú,"4,9",Escritório da empresa, (47) 3228-0141 · ,http://www.magrass.com.br/,Magrass Emagrecimento Saudável & Estética de Resultado,297,,True,True,https://www.facebook.com/magrassoficial,https://www.instagram.com/magrassoficial
Tijucas,"5,0",Laboratório médico, (48) 3952-4200 · ,https://www.sluzia.com.br/,Laboratório Santa Luzia - Tijucas,298,,True,True,https://www.facebook.com/LaboratorioSantaLuzia/,https://www.instagram.com/labsluzia
Itajaí,"3,8",Centro médico, (47) 3247-0100 · ,http://www.felizmed.com.br/,Felizmed - Itajaí,300,,True,True,http://www.facebook.com/felizmed,http://www.instagram.com.br/felizmed
Navegantes,"5,0",Clínica de cirurgia plástica, (47) 3342-1414 · ,http://www.clinicafisiocorp.com.br/,Clinica Fisiocorp,305,True,,,,
Florianópolis,"3,6",Clínica odontológica, (48) 3228-7559 · ,http://www.amorsaude.com.br/,Amor Saúde Florianópolis,306,,True,True,https://facebook.com/amorsaudebrasil,https://instagram.com/amorsaudebrasil
São José,"3,5",Policlínica, (48) 3058-2667 · ,http://www.amorsaude.com.br/,AmorSaúde São José,307,,True,True,https://facebook.com/amorsaudebrasil,https://instagram.com/amorsaudebrasil
Blumenau,"2,7",Medicina do Trabalho, (47) 2107-3200 · ,http://www.clinipam.com.br/,Clinipam Unidade Centro,314,,False,True,https://www.facebook.com/Clinipam,
Palhoça,"3,0",Policlínica, (48) 3202-8822 · ,https://www.partmedsaude.com.br/,PartMed Saúde,315,,True,True,https://www.facebook.com/partmedsaude,https://www.instagram.com/partmedfranchising/
Biguaçu,"4,9",Laboratório médico, (48) 3952-4200 · ,http://www.sluzia.com.br/,Biguaçu,320,,True,True,https://www.facebook.com/LaboratorioSantaLuzia/,https://www.instagram.com/labsluzia
Joinville,"3,4",Laboratório médico, (47) 3512-5885 · ,http://www.proll-med.com.br/,Proll-Med,328,,True,True,http://www.facebook.com/Prollmed,https://www.instagram.com/prollmed/
Guarujá,"3,9",Laboratório médico, (13) 2104-9999 · ,https://www.italab.com.br/,Itapema Laboratório de Análises Clínicas Ltda.,330,,True,True,https://www.facebook.com/labitapema,https://www.instagram.com/labitapema
Jaraguá do Sul,"3,0",Médico, (47) 3017-8100 · ,http://www.doutoreduardo.com/,Dr. Eduardo Bornhausen Demarch,333,,False,True,,
Bertioga,"4,1",, (13) 3317-4210 · ,https://www.italab.com.br/,Itapema Laboratório de Análises Clínicas Ltda.,334,,True,True,https://www.facebook.com/labitapema,https://www.instagram.com/labitapema
