address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"R. Heitor Liberato, 1722","4,1",Imobiliária, (47) 3348-4021 · ,http://www.imoveisa.com.br/,Andrade Imóveis,22,,False,False,,
"Av. Sete de Setembro, 1089 - 2","5,0",Imobiliária, (47) 3083-0483 · ,/aclk?sa=l&ai=DChcSEwj-0uPsmNjrAhUIgZEKHZr8A6UYABABGgJjZQ&sig=AOD64_3IpgSGz9bHwGSkkhUS4Pg6EuXY5g&adurl&q&ctype=99,PRIVILÈGE IMÓVEIS,46,True,,,,
"R. Otávio Cesário Pereira, 404 - sala 2","4,9",Consultora de imóveis, (47) 3368-6472 · ,http://www.joanininunes.com.br/,JOANINI NUNES - Negócios Imobiliários | Imobiliária em Itajaí,47,,True,True,http://facebook.com/joanininunes,
"R. Alfredo Trompovski, 244","4,0",Imobiliária, (47) 2033-7282 · ,http://www.lafranzoi.com.br/,L.A. FRANZOI Negócios Imobiliários,48,True,,,,
"Esquina - Av. Carlos Drummond de Andrade, Av. Rui Barbosa, 111","5,0",Imobiliária, (47) 2125-7433 · ,https://www.vgimobiliaria.com.br/,Imobiliária na Praia Brava SC - VANGOGH Imobiliária,49,,True,True,https://www.facebook.com/vgimobiliaria/,https://www.instagram.com/VANGOGH_imobiliaria/
"Rua José Eugênio Müller, 493 - Sala 02","3,0",Imobiliária, (47) 3045-1084 · ,,Silveira Imóveis,50,,,,,
"Rua XV de Novembro, 210","4,7",Imobiliária, (47) 3348-7070 · ,http://www.giraldiimoveis.com.br/,Giraldi Imóveis,51,True,,,,
R. Felipe Schmidt,"3,8",Imobiliária, (47) 99647-4058 · ,http://www.eduardoschalfer.com.br/,Imobiliária Itajai Eduardo Schalfer Corretores de Imóveis Filial.,52,,True,True,https://www.facebook.com/eduardoschalferoficialcamboriu/,https://www.instagram.com/eduardoschalfercorretor/?hl=pt-br
"Rua Delfim Mário de Padua Peixoto esquina com Eliziario da Rosa, 449 Ed. Doha, sala térrea","4,4",Imobiliária, (47) 99916-4334 · ,http://www.casabravaimoveis.com.br/,Casa Brava Imoveis,53,,True,True,https://www.facebook.com/Casa-Brava-Im%C3%B3veis-1202412286543636/,https://www.instagram.com/casabravaimoveis/?hl=pt-br
"R. Samuel Heusi, 190 - Sala 1201","5,0",Imobiliária, (47) 3398-8888 · ,http://www.viaimovel.com.br/,Via Imóvel,54,,True,True,https://www.facebook.com/viaimovel/,https://www.instagram.com/viaimovel/
"Rua Hildebrando Jorge Silva, Numero 243","4,9",Imobiliária, (47) 3021-3354 · ,http://www.bravanorteimoveis.com.br/,Praia Brava - Brava Norte Imóveis,55,,True,True,https://www.facebook.com/bravanorteimoveis,https://www.instagram.com/bravanorteimoveis
"Av. Joca Brandão, 403 - 04","4,8",Imobiliária, (47) 3348-5084 · ,http://www.pinottiimoveis.com.br/,Pinotti Imóveis,56,True,,,,
"R. Juvenal García, 75","3,0",Imobiliária, (47) 98432-0857 · ,,Imobiliária A sua Casa Imóveis Itajaí/SC,57,,,,,
"Av. Osvaldo Reis, nº 3385","4,0",Imobiliária, (47) 99151-1853 · ,http://rochabroker.com.br/,Rocha Broker - Corretor especialista na Praia Brava de Itajaí - SC,58,,True,True,https://www.facebook.com/FernandorochaBC/,https://instagram.com/rochabroker
"R. Alm. Barroso, 677 - 01","4,5",Imobiliária, (47) 3246-0535 · ,https://www.eticaimoveis.com.br/,Ética Imóveis,59,,True,True,https://www.facebook.com/pages/Dias-Im%C3%B3veis/335785713173423,https://www.instagram.com/eticaimoveis/?hl=pt-br
,"4,1",Imobiliária, (47) 3344-3737 · ,,ADB Imóveis,60,,,,,
"Rua Gil Stein Ferreira, 347","2,0",Imobiliária, (47) 3349-3104 · ,http://www.imobiliarianascimento.com.br/,Imobiliária Nascimento,62,,False,True,http://www.facebook.com/Imobiliaria-Nascimento-180778898938316/,
"Rua João Bauer, 280","4,3",Imobiliária, (47) 99980-4898 · ,http://www.concrettizeimobiliaria.com.br/,CONCRETTIZE IMOBILIÁRIA,63,,False,True,https://www.facebook.com/ccomper,
"R. Manoel Francisco Coelho, 190 - Sala 01 e 02","4,8",Imobiliária, (47) 3246-3622 · ,http://www.rvimoveis.net.br/,RV Imóveis,64,,False,True,https://www.facebook.com/rvimoveisitajai,
"Av. Min. Victor Konder, 576","5,0",Imobiliária, (47) 99977-2668 · ,http://www.vipimoveis.com.br/,Vip Imóveis,65,,False,False,,
"203, R. Uruguai, 649","3,0",Imobiliária, (47) 3348-2001 · ,http://www.vanderleicorretordeimoveis.com/,Vanderlei Metz Corretor de Imóveis,66,,False,True,https://www.facebook.com/vanderleimetzcorretor/,
"R. Benjamin Franklin Pereira, 529","3,7",Imobiliária, (47) 3398-0062 · ,http://www.verusimoveis.com.br/,Verus,75,,True,True,https://www.facebook.com/verusimoveis/,https://www.instagram.com/verusimoveis/
"Super Koch - Av. Nereu Liberato Nunes, 191 - Sala 1","4,6",Imobiliária, (47) 3348-3001 · ,http://www.maximoveis.com.br/,Max Imóveis Navegantes - Vendas e Aluguel Garantido,76,,True,True,https://www.facebook.com/maximobiliaria/,https://www.instagram.com/maximoveissc/
"R. Onze de Junho, 189 - Box 01","4,9",Imobiliária, (47) 3311-4881 · ,http://www.falkimoveis.com.br/,Falk Imóveis,77,True,,,,
"R. Indaial, 1800 - Sala 7","4,8",Imobiliária, (47) 3046-3255 · ,,Ok! Imobiliária,78,,,,,
