address,details,fone,link,name,has_instagram,has_facebook,facebook_link,instagram_link,link_problem,instagram_bio_text,instagram_bio_link,instagram_username,instagram_link_problem,about_content,facebook_page_user,facebook_link_problem,ads_page_problem,library_ads_url,active_ads,created_in,instagram_page_name,instagram_posts,instagram_followers,instagram_following,facebook_page_name,facebook_likes,facebook_followers,check-ins
"Rua Desembargador Antonio de Paula, 2003",Imobiliária,(41) 3344-1058,http://ananiasimoveis.com.br/,Ananias Imóveis,True,True,https://www.facebook.com/ananiasimoveis/?pnref=lhc,https://www.instagram.com/ananiasimoveis/,,,,,social_media,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/ananiasimoveis/about/"">See All</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=317187854986704&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Map attachment"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fcfc2-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.51176970%2C-49.23618780&amp;language=en_US"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""View Map Info"" class=""img sp_vp9RsjpFGjF sx_236c1c""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Rua Desembargador Antônio de Paula, 2003 Boqueirão (125.44 mi)<br/> Curitiba, Brazil 81750450</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiQW5hbmlhcyBJbVx1MDBmM3ZlaXMiLCJhZGRyZXNzIjoiUnVhIERlc2VtYmFyZ2Fkb3IgQW50XHUwMGY0bmlvIGRlIFBhdWxhLCAyMDAzIEJvcXVlaXJcdTAwZTNvLCBDdXJpdGliYSwgQnJhemlsIiwibGF0aXR1ZGUiOi0yNS41MTE3Njk3LCJsb25naXR1ZGUiOi00OS4yMzYxODc4LCJwcm92aWRlck5hbWUiOiJmYWNlYm9vayIsInByb3ZpZGVySWQiOjMxNzE4Nzg1NDk4NjcwNH0%3D%3Flink%3Daddresses%26fb_locale%3Den_US%26ref%3Dfacebook&amp;h=AT199fN47Zv20CwVhxDhAuSO0HdTvA3VcsNF5IBGa_eAB6B7iXNFnzcwc5vc_zRJ-m9_OIlxXU5UxDdetCmBU7bCuOgOr5DLKKsCX1mao-R1CKxK4uyBD4UgpLBCZwE2V-oZwD2H8u7nLg"" rel=""noopener nofollow"" target=""_blank"">Get Directions</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3344-1058</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/SSEf0jMMMxV.png""/></div><div class=""_4bl9""><div></div><div class=""_3ln4""><a href=""#"" id=""u_0_q"" rel=""dialog"" role=""button"">Contact Ananias Imóveis on Messenger</a></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_r""><div id=""u_0_s""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.ananiasimoveis.com.br%2F&amp;h=AT0Ah-nC1qQplzZT6lN1uhttbY4eZ9UbYXX76GFDA9GsdaZkWx4NlP_eqrthGYqvIPoe3Re1bXFeOugV3aitbtvm15Bl9mE2OLowbQ_ZQ3IEKzLHB5cEJaq1hpK8Yd8RCZRqF2WUsPB6AA"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.ananiasimoveis.com.br%2F&amp;h=AT077NVONqPkkh9ei8bUr4M9sf8BytRnVjJjADY60u9onqaOzPUcgG4Oo3V4iTj5T0KgEHq1lP6PUlHrvT1v93NMshl9ODhiHC0lPK6WmzkCO3ZqwvY3Mtuefa7CTNxcCREfNHFtSRdgO4N7"" rel=""noopener nofollow"" target=""_blank"">www.ananiasimoveis.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FReal%2BEstate%2BAgent%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbqXor8EE0OyqRsQHRS3dpWmWDp5uxu3zZYUaeagiyPW4ZQoRXinF3zrYHryCMa5HG_cIipAAfgr1NF_APH4ccO1F8WZXLg6LUG93HnPVeKCIzJ7OuvIoCPo7YvQzBZWgv0"">Real Estate Agent</a> · <a href=""/search/?bqf=str%2FLocal%2BService%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbpcW0vhuQqHcg_sQ_R7XqG03jN4-WJ-AwhcVpIo5AHRVr_lQs3m4lZm08_zQFFLTao0f8Eyz5VDRm48cM1vKu92nCBG0k_UQ6mVImaqeYIMfg"">Local Service</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/4h6_6JNubl-.png""/></div><div class=""_4bl9""><div>Price Range $$</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@ananiasimoveis,,,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=317187854986704&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,2012-01-17 00:00:00,,,,,Ananias Imóveis,753,761,92
"R. Paraná, 092",Imobiliária,4004-9000,http://www.mrv.com.br/,MRV Engenharia,True,True,https://www.facebook.com/mrv.responde,https://www.instagram.com/mrv/,,Há 40 anos construímos #sonhosquetransformam o mundo! 🏠Quer ver seu apê aqui no nosso feed? Poste uma foto com a hashtag #MRVdecora!📸,https://l.instagram.com/?u=http%3A%2F%2Fmrv.vc%2Finstabio&e=ATMpO2aI4D-ONzHP_IVh5XFlovJYgS-fsIMvdEkktfMbEdvz_VlIeZ_r2EzqEJ5xOY2OGSOuj0OyaWbe&s=1,mrv,,None,,True,,,,,MRV,1546,438000,145,,,,
"R. Jacarezinho, 1263 - Loja 2",Imobiliária,(41) 3077-6238,http://www.jornalimoveiscuritiba.com.br/,Jornal Imóveis Curitiba - Classificados,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Conselheiro Laurindo, 441",Imobiliária,(41) 3320-5858,https://www.apolar.com.br/,Apolar Imóveis Centro,True,True,https://pt-br.facebook.com/ApolarImoveis ,https://www.instagram.com/apolarimoveis/?hl=pt-br,,"⭕️ Priorize o atendimento online. Acesse nosso portal e fale com um de nossos atendentes. Cuidando da gente, cuidamos de todos #apolarcuida",https://l.instagram.com/?u=https%3A%2F%2Fwww.apolar.com.br%2F&e=ATNkLstwsm9I9OYx3PZbzjsxTTKTVNz4KNlTDCV99s-S-2iSm5pcpdmoy4cFKneRKKKIBk7Uw5bU02-I&s=1,apolarimoveis,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">Sobre<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/ApolarImoveis/about/"">Ver tudo</a></span><div class=""_3s3-""></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3320-5900</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_o""><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.apolar.com.br%2F&amp;h=AT33BHj16NODePQa_DLUY7xOhlhMgweHYcQuzdu-639v3yIMmZViUCuLjOZ31uivxyCHsWyIwLDUza7_A4zcPW3aYp2-plOZza0U8A9TZOQRFDFUl7PDzSRM1gK1gavU5MwCnvKPfs9aDQ"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.apolar.com.br%2F&amp;h=AT1-mp4iwC2xNoV9Z1h-JCYs9WcB4F1EqpBtruggMugZ9m5SxGKov_4Tnas0j6vg3XV4pe1ST3SHs44ai4I3Kc0Vy1P9dn_ZlA9oqMPNtD1EDqjVv9pb_a0Ku9CztC2MtZUteME_PzH3s0-U"" rel=""noopener nofollow"" target=""_blank"">www.apolar.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FServi%25C3%25A7o%2Bimobili%25C3%25A1rio%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbrwQDi3wMstpnX83-IxoifIhyTZ_Fklou07-cAV31mUJOOa2T9a9lSIUwnf2cTRobcMjeYOZdzf9hOIWHgxULhxIpFis5OHGeoPBJdAz5fhPJFP7MOmsIPDU5BYCaqiVpo"">Serviço imobiliário</a> · <a href=""/search/?bqf=str%2FAgente%2Bimobili%25C3%25A1rio%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbreX5lk5b4uTjk3ATk_PYYEdVaQx4oW1rRML-akfPBImegF-YLuev8rWq3xb-W39ZHCkJePobx6yL31AZ71RVG5I5SHJ5ePMuJTo-EP0HClioSJYVFA9CWo7GYcWqzirbA"">Agente imobiliário</a> · <a href=""/search/?bqf=str%2FImobili%25C3%25A1ria%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abr7a1iKFbQte0R99pDmdRmkefbtz4m91WqunpEBaa6arHoB3XhWZC6RXo-smFGRuKVi6WA0a2XcjBEhZZyWPzAFSXP_lwz1fxPVt1_tPXhZAeRhthFEmHjJwusB5IrZ-4g"">Imobiliária</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/4h6_6JNubl-.png""/></div><div class=""_4bl9""><div>Faixa de preço $$</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Abre amanhã</div><div><span class=""_14-5"">Fechado agora</span></div></div></div></div></div>",@ApolarImoveis,,,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=365019884208&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,1,2010-08-03 00:00:00,Apolar Imóveis,798,2401,926,Apolar Imóveis,,,
"R. Henrique Martins Tôrres, 1445",Imobiliária,(41) 3010-0317,http://www.aimob.com.br/,Aimob Consultoria & Empreendimentos Imobiliários,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Padre Anchieta, 2348",Imobiliária,(41) 3336-0050,http://www.mapimobiliaria.com.br/,Map Imobiliária,True,True,https://www.facebook.com/mapimobiliaria,https://a,,"A MAP Imobiliária deseja transformar a vida de seus clientes e associados, com experiências e soluções.",https://l.instagram.com/?u=http%3A%2F%2Fwww.mapimobiliaria.com.br%2F&e=ATOFD62WnTPVkKahqUvzhmY1yLIOv2DrqxB69MqYixuul5sH_QQi3j20y3Fm98_kX2VGVoVgQAjLzo5w&s=1,mapimobiliaria,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/mapimobiliaria/about/"">See All</a></span><div class=""_3s3-""></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3336-0050</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/SSEf0jMMMxV.png""/></div><div class=""_4bl9""><div></div><div class=""_3ln4""><a href=""#"" id=""u_0_o"" rel=""dialog"" role=""button"">Contact Map Imobiliária on Messenger</a></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_p""><div id=""u_0_q""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.mapimobiliaria.com.br%2F&amp;h=AT3qGJ1jT2OHSVMfduUsKYBC-tFBcUx7IEy6pbtaK09sMNYcBkRFB6yKMTHLo2QCrvoDZeoZ1zHkYTjuw_BeAOkWS3qUoViOzg5sTLTqg6CiUsEVpcLK8-dXdTblO9j6vMtTDc5jCR5PPw"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.mapimobiliaria.com.br%2F&amp;h=AT2dK4HSPXKcpkBTDHCrC-C7Ebayzu3LfT8BridAVQMi6_cr0EhzdtHGMJ5UaZBgFl9tnhU3pO0WVaQAFLcY9ufAfTCfEaVT7Idt2c-1lHGS5_OaStcEmH2xBtKOyc1pBqxOzScenIdT83zg"" rel=""noopener nofollow"" target=""_blank"">www.mapimobiliaria.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FReal%2BEstate%2BAgent%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AboZZK-xzelOgM4ZYYNwzCpV2WsMXqCztGmPOypkm5zNGvnuCfifWDADDYDGb13dGQtyLlJlwfZ30qDxPD-YOJU8t-so9O-Y-LiPqzCfPeCowX8Rmu2e_Hjg-LG-nElbwIQ"">Real Estate Agent</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@mapimobiliaria,,True,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=2263205697334539&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,2019-02-24 00:00:00,MAP Imobiliária,42,742,160,Map Imobiliária,758,813,68
"Rua Marechal José Bernardino Bormann, 820",Imobiliária,(41) 3077-8899,http://www.rebrokers.com.br/,Rebrokers Imóveis,True,True,https://www.facebook.com/REbrokersConsultoriaImobiliaria/,https://www.instagram.com/rebrokersimoveis/,,REbrokers Imóveis - Imobiliária preocupada em entender suas necessidades. Tel: 41 3077 8899 Whatsapp: 41 98815 6176,https://l.instagram.com/?u=https%3A%2F%2Fwww.linktree.com.br%2FREbrokers_Imoveis&e=ATOjKxYEnyYRcYFMGlYDQqXcPujNuoKwQmeMfM2qlKrqdOLGw4AZx3PEL6CDEwWrQAZ0P3j0_I7gTrot&s=1,rebrokersimoveis,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/REbrokersConsultoriaImobiliaria/about/"">See All</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=161437860666247&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Map attachment"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fcfc2-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.43793000%2C-49.29751000&amp;language=en_US"" width=""306""/><span id=""u_0_r""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""View Map Info"" class=""img sp_vp9RsjpFGjF sx_236c1c""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Rua Marechal José Bernardino Bormann, 820 - Batel (124.15 mi)<br/> Curitiba, Brazil 80730-350</div><div id=""u_0_s""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiUkVicm9rZXJzIEltXHUwMGYzdmVpcyIsImFkZHJlc3MiOiJSdWEgTWFyZWNoYWwgSm9zXHUwMGU5IEJlcm5hcmRpbm8gQm9ybWFubiwgODIwIC0gQmF0ZWwsIEN1cml0aWJhLCBCcmF6aWwiLCJsYXRpdHVkZSI6LTI1LjQzNzkzLCJsb25naXR1ZGUiOi00OS4yOTc1MSwicHJvdmlkZXJOYW1lIjoiZmFjZWJvb2siLCJwcm92aWRlcklkIjoxNjE0Mzc4NjA2NjYyNDd9%3Flink%3Daddresses%26fb_locale%3Den_US%26ref%3Dfacebook&amp;h=AT1MMF81Igc8C1Nkcbjxb7Tvg21ZRdweZ4PZfp0moc0jgjlnWUiy_8Rc3NLqxdR9mZ9ZXlChVWvkt710_WiHMO9VIBQDKzH66dgWJ-EYgt2H4wntFlMdcoMxQg0mSno4l_nn6bIokEpxYA"" rel=""noopener nofollow"" target=""_blank"">Get Directions</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 98802-2358</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_t""><div id=""u_0_u""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.rebrokers.com.br%2F&amp;h=AT2C5EWp7Azw6sfeHwKmQikpPzoNIQbA1Q7rEwtvvzwL3B-cSnLuxAk2z3R3u5X3veSZD-9pnh6MK_r15vUYOtgswOvq8iUdqydtd74vuHJj6KRiVf9zVQLoUK6oAO6hzIqFHH0p5zvgYw"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.rebrokers.com.br%2F&amp;h=AT24eE65o0FkJ06S0RifcnQaI4jJBRyKMbL9ZMq87YmWCIn43WzMHqJxjq3KwQkGmDuUekpe8j7EMkb1iZD_4qmaI7eSmV88b5pJvnG2ZGfwlHYqRUWidxWJDfrrOpsARNipp0fM_CdnlT4D"" rel=""noopener nofollow"" target=""_blank"">www.rebrokers.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FReal%2BEstate%2BService%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbpddUtC_bS9kK46D8YZglWQT3XCgC8xlOMl8qSz9NJX6NhDxVYhBjloduFlmkHo1wb7u1jKFejAwARMcG805xWI4DEt84zskxK8KwUXa5EF2-RWJyYJmI8ogS5sI9uh-ao"">Real Estate Service</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/4h6_6JNubl-.png""/></div><div class=""_4bl9""><div>Price Range $$$$</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@REbrokersConsultoriaImobiliaria,,,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=161437860666247&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,28,2012-10-22 00:00:00,REbrokers Imóveis,229,2697,964,REbrokers Imóveis,15966,16041,458
"R. Barão do Rio Branco, 63 - Conjunto 1310",Imobiliária,(41) 2170-7045,http://www.admdombosco.com.br/,Administradora e Imobiliária Dom Bosco,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Emanuel Kant, 60",Imobiliária,(41) 99771-2335,https://www.foxcuritiba.com.br/,Imobiliária Fox Home,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Prof. Ulisses Vieira, 894",Imobiliária,(41) 3077-7707,http://www.baggioimoveis.com.br/,Baggio Imóveis Vila Izabel,True,True,//www.facebook.com/BaggioImoveis.com.br,https://s,,,,,,,,True,,,,,,,,,,,,
"Av. Sete de Setembro, 4698 - SALAS 701 / 702",Imobiliária,(41) 99203-0057,http://www.yesmyhome.com.br/,YESMYHOME NEGOCIAÇÕES IMOBILIÁRIAS,,,,,True,,,,,,,,,,,,,,,,,,,
